text,label
振奋,兴奋
慌乱,慌张
惊慌,慌张
忙乱,慌张
手忙脚乱,慌张
六神无主,慌张
不知所措,慌张
慌里慌张,慌张
慌手慌脚,慌张
心慌意乱,慌张
方寸大乱,慌张
乱了阵脚,慌张
魂不守舍,慌张
失魂落魄,慌张
仓皇失措,慌张
惊惶失措,慌张
狼狈不堪,慌张
措手不及,慌张
心急火燎,慌张
如坐针毡,慌张
自暴自弃,慌张
自弃自暴,慌张
热锅上的蚂蚁,慌张
紧绷,紧张
局促,紧张
拘谨,紧张
忐忑,紧张
坐立不安,紧张
如芒在背,紧张
神经紧绷,紧张
提心吊胆,紧张
屏气凝神,紧张
大气不敢出,紧张
肌肉僵硬,紧张
额头冒汗,紧张
声音发颤,紧张
手指发抖,紧张
胃部紧缩,紧张
喉头发紧,紧张
失神,慌张
崩溃,慌张
羞愤,生气
愤羞,生气
颤抖,紧张
呜咽,哭泣
暴怒,生气
哽咽,哭泣
突然扑咬,生气
泪腺决堤,哭泣
发抖,紧张
极度惊恐,慌张
灵魂出窍,慌张
抽泣,哭泣
气鼓鼓,生气
突然脸红,害羞
使坏,调皮
羞愤欲死,生气
社会性死亡,难为情
黑化,调皮
核爆级羞耻,难为情
突然反击,生气
同归于尽,生气
终极羞耻,害羞
灵魂拷问,疑惑
垂死挣扎,难为情
彻底破防,哭泣
世界观崩塌,慌张
职业素养崩溃,慌张
突然暴起,生气
同归于尽式宣言,生气
技术恐吓,生气
突然软倒,紧张
泪眼朦胧,哭泣
委屈,哭泣
震惊,惊讶
温柔,害羞
心疼,担心
不甘心,生气
突然警觉,紧张
绝望,紧张
偷瞄,害羞
突然使坏,调皮
屈服,哭泣
悲鸣,哭泣
最终防线,紧张
彻底投降,哭泣
意识朦胧,慌张
警惕,紧张
科学反驳,认真
突然黑化,生气
突然撒娇,害羞
突然发现,紧张
核威胁,生气
饿极,哭泣
报复,生气
突然噎住,紧张
窒息,紧张
终极反击,生气
威胁,生气
眼眶发红,哭泣
泪珠滚落,哭泣
咬唇落泪,哭泣
无声流泪,哭泣
泪流满面,哭泣
抱膝哭泣,哭泣
掩面而泣,哭泣
肩膀颤抖,哭泣
鼻子抽动,哭泣
泪湿衣襟,哭泣
啜泣不止,哭泣
哭到打嗝,哭泣
梨花带雨,哭泣
哭肿双眼,哭泣
泪如雨下,哭泣
抽抽搭搭,哭泣
哭到缺氧,哭泣
泪腺崩溃,哭泣
哭花妆容,哭泣
哭红鼻尖,哭泣
泪水决堤,哭泣
哭哑嗓子,哭泣
泪眼婆娑,哭泣
哭到蜷缩,哭泣
泪痕交错,哭泣
哭湿枕头,哭泣
泣不成声,哭泣
哭到发抖,哭泣
泪珠串串,哭泣
哭到咳嗽,哭泣
泪光闪烁,哭泣
哭到头痛,哭泣
泪水涟涟,哭泣
哭到窒息,哭泣
泪滴晶莹,哭泣
哭到脱力,哭泣
泪迹斑斑,哭泣
哭到恍惚,哭泣
泪眼模糊,哭泣
哭到干呕,哭泣
泪如断珠,哭泣
哭到腿软,哭泣
泪湿鬓角,哭泣
哭到失声,哭泣
泪落如豆,哭泣
哭到抽搐,哭泣
泪浸衣领,哭泣
哭到晕眩,哭泣
泪沾睫毛,哭泣
哭到喘不过气,哭泣
泪打转儿,哭泣
哭到打颤,哭泣
泪湿袖口,哭泣
哭到语塞,哭泣
泪滴成线,哭泣
哭到咬手,哭泣
泪落无声,哭泣
哭到蹲下,哭泣
泪染脸颊,哭泣
哭到握拳,哭泣
泪珠悬垂,哭泣
哭到抓衣角,哭泣
泪浸锁骨,哭泣
哭到仰头,哭泣
泪滑颈线,哭泣
哭到捂胸,哭泣
泪滴下巴,哭泣
哭到踢腿,哭泣
泪落掌心,哭泣
哭到抓头发,哭泣
泪湿地毯,哭泣
哭到捶地,哭泣
泪染被单,哭泣
情动,心动
发情,心动
喜欢,心动
喘息急促,心动
双腿发软,心动
腰肢轻扭,心动
耳尖泛红,心动
舔舐嘴唇,心动
眼神迷离,心动
胸口起伏,心动
指尖颤抖,心动
吐息温热,心动
肌肤泛粉,心动
难耐扭动,心动
双腿交叠,心动
尾椎发麻,心动
小腹燥热,心动
浑身紧绷,心动
溢出呻吟,心动
渴望触碰,心动
主动贴近,心动
贪恋体温,心动
难掩渴求,心动
情欲涌动,心动
腰身发颤,心动
分泌爱液,心动
私处湿润,心动
渴望侵入,心动
主动索吻,心动
指尖游移,心动
渴求爱抚,心动
身体空虚,心动
扭腰磨蹭,心动
媚眼如丝,心动
吐露爱语,心动
主动引导,心动
贪求快感,心动
后仰露颈,心动
邀请标记,心动
腿心黏腻,心动
渴望填满,心动
主动张开,心动
情热难耐,心动
索取更多,心动
沉溺快感,心动
忘情呻吟,心动
失控高潮,心动
索求无度,心动
臣服欲望,心动
渴求征服,心动
主动侍奉,心动
贪食体液,心动
迷恋气息,心动
发情期至,心动
求偶行为,心动
散发费洛蒙,心动
渴望成结,心动
排卵期躁动,心动
雌性本能,心动
臣服天性,心动
渴求生殖,心动
子宫收缩,心动
哺乳期敏感,心动
发情标记,心动
求欢姿态,心动
性器充血,心动
腺体肿胀,心动
情欲印记,心动
渴望受孕,心动
雌伏本能,心动
潮吹失禁,心动
性感带觉醒,心动
被开发身体,心动
敏感度提升,心动
成瘾性反应,心动
依赖雄性素,心动
渴求内射,心动
崇拜生殖力,心动
慕强本能,心动
屈服性支配,心动
幻想受孕,心动
子宫悸动,心动
发情期呻吟,心动
哺乳渴望,心动
求偶鸣叫,心动
巢穴本能,心动
甘甜信息素,心动
雌性荷尔蒙,心动
臣服强者,心动
渴望被占有,心动
生殖崇拜,心动
发情期标记,心动
性感带开发,心动
敏感度翻倍,心动
记忆性快感,心动
成瘾性臣服,心动
依赖支配者,心动
渴求受种,心动
崇拜雄性力,心动
慕强性冲动,心动
屈服性快感,心动
幻想妊娠,心动
子宫收缩快感,心动
渴求,心动
想要,心动
饥渴,心动
难耐,心动
燥热,心动
湿濡,心动
酥麻,心动
充血,心动
濡湿,心动
焦灼,心动
紧缩,心动
溢出,心动
濡染,心动
黏腻,心动
潮红,心动
坏笑,调皮
捣蛋,调皮
恶作剧,调皮
吐舌,调皮
眨眼,调皮
偷笑,调皮
耍赖,调皮
捉弄,调皮
耍滑,调皮
装傻,调皮
扮鬼脸,调皮
藏东西,调皮
突然吓人,调皮
突然坏笑,调皮
扯衣角,调皮
抢零食,调皮
踩影子,调皮
揪尾巴,调皮
吹耳朵,调皮
戳脸颊,调皮
挠痒痒,调皮
假哭骗人,调皮
偷偷涂鸦,调皮
藏起遥控,调皮
假装摔倒,调皮
突然抱紧,调皮
咬吸管玩,调皮
晃椅子腿,调皮
偷换饮料,调皮
突然贴脸,调皮
捏鼻子玩,调皮
拉头发逗弄,调皮
悄悄画脸,调皮
突然公主抱,调皮
把糖藏嘴里,调皮
用尾巴扫脸,调皮
突然学猫叫,调皮
假装要亲亲,调皮
把袜子藏起,调皮
偷喝对方水,调皮
突然捏腰肉,调皮
把鞋带系死,调皮
用冰手贴脖,调皮
偷偷系围巾,调皮
突然举高高,调皮
把头发打结,调皮
用脚趾夹人,调皮
假装要咬人,调皮
突然蒙眼睛,调皮
把抱枕丢脸,调皮
偷拍丑照,调皮
突然背起来,调皮
把书倒着拿,调皮
用勺子敲头,调皮
假装要踢人,调皮
把纸巾撕碎,调皮
用吸管喷水,调皮
假装要挠人,调皮
把笔帽藏起,调皮
用橡皮砸人,调皮
假装要踩脚,调皮
把扣子解开,调皮
用纸团丢人,调皮
假装要掐脸,调皮
把鞋藏床底,调皮
用抱枕压人,调皮
假装要头槌,调皮
把眼镜戴歪,调皮
用围巾捆手,调皮
假装要撞人,调皮
把袜子套手,调皮
用胶带粘人,调皮
假装要锁喉,调皮
把帽子反戴,调皮
用发圈弹人,调皮
假装要绊脚,调皮
把围巾绑脚,调皮
用橡皮筋射,调皮
假装要捏耳,调皮
突然学鸟啾,调皮
把书立脸上,调皮
用纸卷敲头,调皮
假装要推倒,调皮
把笔插头发,调皮
用便签贴脸,调皮
假装要扑倒,调皮
把糖纸塞领,调皮
用发夹夹袖,调皮
捂脸跑,难为情
头顶冒烟,难为情
羞耻打滚,难为情
缩成球,难为情
钻地缝,难为情
疯狂摆手,难为情
原地升天,难为情
脚趾抠地,难为情
羞耻闭眼,难为情
脸红爆炸,难为情
自爆发言,难为情
羞耻蹬腿,难为情
抱头蹲防,难为情
胡言乱语,难为情
羞耻扭动,难为情
当场石化,难为情
羞耻尖叫,难为情
疯狂摇头,难为情
羞耻捂耳,难为情
想消失,难为情
羞耻撞墙,难为情
口齿不清,难为情
羞耻打嗝,难为情
眼神死,难为情
羞耻窒息,难为情
当场去世,难为情
羞耻结巴,难为情
大脑宕机,难为情
大脑过载,难为情
羞耻漏气,难为情
当场融化,难为情
羞耻卡壳,难为情
疯狂眨眼,难为情
羞耻咬舌,难为情
原地转圈,难为情
羞耻漏尿,难为情
突然失忆,难为情
羞耻滑跪,难为情
假装失聪,难为情
羞耻假死,难为情
突然结冰,难为情
羞耻漏电,难为情
突然当机,难为情
羞耻漏勺,难为情
突然降智,难为情
羞耻漏风,难为情
突然返祖,难为情
羞耻漏光,难为情
突然猫叫,难为情
羞耻漏油,难为情
羞耻漏奶,难为情
羞耻漏音,难为情
羞耻漏字,难为情
羞耻漏拍,难为情
羞耻漏键,难为情
羞耻漏格,难为情
羞耻漏帧,难为情
羞耻漏码,难为情
羞耻漏网,难为情
突然牛哞,难为情
突然石化,难为情
突然蒸发,难为情
羞耻漏声,难为情
突然结巴,难为情
羞耻漏影,难为情
突然口吃,难为情
羞耻漏色,难为情
突然短路,难为情
羞耻漏味,难为情
突然死机,难为情
羞耻漏感,难为情
突然重启,难为情
羞耻漏觉,难为情
突然蓝屏,难为情
羞耻漏知,难为情
突然404,难为情
羞耻漏识,难为情
突然乱码,难为情
羞耻漏记,难为情
突然宕机,难为情
惊愕,惊讶
吃惊,惊讶
诧异,惊讶
惊诧,惊讶
讶异,惊讶
惊骇,惊讶
惊惶,惊讶
惊悸,惊讶
惊呆,惊讶
惊吓,惊讶
惊厥,惊讶
惊颤,惊讶
惊跳,惊讶
惊叫,惊讶
惊退,惊讶
惊起,惊讶
惊视,惊讶
惊喘,惊讶
惊缩,惊讶
目瞪口呆,惊讶
大惊失色,惊讶
瞠目结舌,惊讶
骇人听闻,惊讶
出乎意料,惊讶
猝不及防,惊讶
匪夷所思,惊讶
难以置信,惊讶
不可思议,惊讶
惊心动魄,惊讶
触目惊心,惊讶
心惊肉跳,惊讶
胆战心惊,惊讶
魂飞魄散,惊讶
失声惊呼,惊讶
倒吸凉气,惊讶
浑身一震,惊讶
面色骤变,惊讶
瞳孔放大,惊讶
张口结舌,惊讶
呆若木鸡,惊讶
愕然无语,惊讶
惊魂未定,惊讶
惊为天人,惊讶
叹为观止,惊讶
拍案惊奇,惊讶
晴天霹雳,惊讶
石破天惊,惊讶
闻之色变,惊讶
见之骇然,惊讶
骤然一惊,惊讶
猛然一惊,惊讶
心头一震,惊讶
惊得说不出话,惊讶
吓了一大跳,惊讶
完全没想到,惊讶
太意外了,惊讶
不可能吧,惊讶
难以想象,惊讶
超出预期,惊讶
始料未及,惊讶
出人意料,惊讶
意外之极,惊讶
惊奇万分,惊讶
惊讶不已,惊讶
惊异非常,惊讶
骇异非常,惊讶
错愕万分,惊讶
诧异莫名,惊讶
自信微笑,自信
自喜,自信
得意挑眉,自信
从容不迫,自信
胸有成竹,自信
胜券在握,自信
游刃有余,自信
怡然自得,自信
志得意满,自信
稳操胜券,自信
运筹帷幄,自信
掌控全局,自信
居高临下,自信
从容淡定,自信
泰然自若,自信
气定神闲,自信
傲然挺立,自信
睥睨一切,自信
运筹决胜,自信
十拿九稳,自信
成竹在胸,自信
悠然自得,自信
稳如泰山,自信
淡定从容,自信
掌控全场,自信
胜似闲庭,自信
举重若轻,自信
信手拈来,自信
唾手可得,自信
易如反掌,自信
从容自若,自信
闲庭信步,自信
稳坐钓鱼,自信
轻松驾驭,自信
尽在掌握,自信
不慌不忙,自信
处变不惊,自信
临危不乱,自信
指挥若定,自信
胸有丘壑,自信
气吞山河,自信
傲视群雄,自信
运筹千里,自信
决胜千里,自信
稳如磐石,自信
淡定自若,自信
掌控自如,自信
从容应对,自信
举棋若定,自信
稳操胜算,自信
胸有城府,自信
气宇轩昂,自信
傲然屹立,自信
睥睨四方,自信
决胜帷幄,自信
稳如老狗,自信
淡定指挥,自信
掌控节奏,自信
傲然,自信
昂首,自信
挺胸,自信
挑眉,自信
勾唇,自信
睥睨,自信
抱臂,自信
叉腰,自信
踱步,自信
晃指,自信
扬颌,自信
撩发,自信
平静,平静
犯困,平静
打哈欠,平静
想睡觉,平静
眯一会,平静
困,平静
没精神,平静
松口气,平静
放空,平静
发呆,平静
无所谓,平静
不关心,平静
懒得动,平静
躺平,平静
葛优躺,平静
听音乐,平静
喝喝茶,平静
看窗外,平静
吹吹风,平静
晒太阳,平静
伸懒腰,平静
深呼吸,平静
心如止水,平静
波澜不惊,平静
面无表情,平静
神色自若,平静
无动于衷,平静
冷眼旁观,平静
淡定,平静
从容,平静
坦然,平静
平和,平静
安逸,平静
悠闲,平静
悠然,平静
自得,平静
恬静,平静
安宁,平静
沉寂,平静
冷静,平静
沉稳,平静
镇定,平静
漠然,平静
冷淡,平静
疏离,平静
抽离,平静
旁观,平静
默然,平静
释然,平静
看淡,平静
放下,平静
睡着,平静
酣睡,平静
打盹,平静
补觉,平静
赖床,平静
梦游,平静
迷糊,平静
没睡醒,平静
倦意,平静
疲惫,平静
乏力,平静
无声,平静
沉默,平静
寂静,平静
冥想,平静
佛系,平静
沉睡,平静
深眠,平静
浅睡,平静
休憩,平静
小憩,平静
安眠,平静
入梦,平静
静卧,平静
闭目,平静
养神,平静
恬淡,平静
淡泊,平静
冲淡,平静
平缓,平静
平稳,平静
平息,平静
平复,平静
静默,平静
静谧,平静
幽静,平静
清静,平静
沉静,平静
镇静,平静
宁静,平静
安静,平静
寡淡,平静
索然,平静
乏味,平静
无趣,平静
倦怠,平静
慵懒,平静
疲乏,平静
困乏,平静
困倦,平静
昏沉,平静
朦胧,平静
恍惚,平静
木然,平静
呆然,平静
茫然,平静
淡然,平静
安然,平静
了然,平静
超然,平静
怡然,平静
飘然,平静
昏昏欲睡,平静
睡眼惺忪,平静
困意绵绵,平静
无精打采,平静
意兴阑珊,平静
兴致索然,平静
百无聊赖,平静
索然无味,平静
心不在焉,平静
漫不经心,平静
满不在乎,平静
不甚在意,平静
毫不关心,平静
置身事外,平静
袖手旁观,平静
隔岸观火,平静
不动声色,平静
不露声色,平静
神色淡然,平静
面不改色,平静
镇定自若,平静
心平气和,平静
平心静气,平静
古井无波,平静
风平浪静,平静
云淡风轻,平静
月朗风清,平静
心若冰清,平静
神闲意定,平静
无欲则刚,平静
清静无为,平静
安之若素,平静
泰然处之,平静
淡然处之,平静
嫌弃地皱眉,厌恶
厌恶地撇嘴,厌恶
反感地转过头,厌恶
恶心地捂住嘴,厌恶
厌恶地后退一步,厌恶
嫌弃地拍衣服,厌恶
厌恶地眯起眼,厌恶
反感地抖肩膀,厌恶
厌恶地嘁了一声,厌恶
嫌弃地捏鼻子,厌恶
厌恶地移开视线,厌恶
反感地抱起手臂,厌恶
恶心地干呕,厌恶
嫌弃地摆摆手,厌恶
厌恶地绷着脸,厌恶
反感地竖起汗毛,厌恶
嫌弃地侧身躲开,厌恶
厌恶地咬着下唇,厌恶
反感地皱眉毛,厌恶
嫌弃地用手指弹开,厌恶
厌恶地憋着气,厌恶
反感地缩脖子,厌恶
嫌弃地斜眼看,厌恶
厌恶地别过脸,厌恶
恶心地打了个寒颤,厌恶
反感地搓手臂,厌恶
嫌弃地咂舌,厌恶
厌恶地往后仰,厌恶
反感地合上眼睛,厌恶
嫌弃地捂耳朵,厌恶
厌恶地抽嘴角,厌恶
反感地绷紧下巴,厌恶
嫌弃地吹气,厌恶
厌恶地揪衣角,厌恶
反感地僵住,厌恶
嫌弃地轻哼,厌恶
厌恶地抿嘴唇,厌恶
反感地皱着脸,厌恶
嫌弃地耸鼻子,厌恶
厌恶地握紧拳头,厌恶
反感地轻摇头,厌恶
嫌弃地翻白眼,厌恶
厌恶地深呼吸又憋住,厌恶
惊恐地瞪大眼,害怕
害怕地缩成一团,害怕
恐惧地发抖,害怕
惊慌地后退,害怕
害怕地捂住脸,害怕
惊恐地尖叫,害怕
吓得闭上眼,害怕
害怕地抱住自己,害怕
恐惧地屏住呼吸,害怕
惊慌地四处看,害怕
害怕地躲起来,害怕
惊恐地捂住嘴,害怕
吓得僵住,害怕
害怕地哆嗦,害怕
恐惧地咬着手指,害怕
惊慌地躲到人身后,害怕
害怕地闭紧眼,害怕
惊恐地腿软,害怕
吓得脸色发白,害怕
害怕地抓住衣角,害怕
恐惧地咽口水,害怕
惊慌地蜷缩,害怕
害怕地紧贴墙壁,害怕
惊恐地瑟瑟发抖,害怕
吓得不敢动,害怕
害怕地垂下眼,害怕
恐惧地握紧手,害怕
惊慌地喘粗气,害怕
害怕地抱头蹲下,害怕
惊恐地缩脖子,害怕
吓得咬嘴唇,害怕
害怕地哆嗦着说话,害怕
恐惧地攥紧手心,害怕
惊慌地倒退两步,害怕
害怕地捂住耳朵,害怕
惊恐地瞪圆眼睛,害怕
吓得全身僵硬,害怕
害怕地躲到角落,害怕
恐惧地紧闭嘴巴,害怕
惊讶地瞪大眼,惊讶
吃惊地张开嘴,惊讶
愕然地愣住,惊讶
震惊地后退半步,惊讶
诧异地挑眉,惊讶
难以置信地眨眼,惊讶
惊愕地捂住嘴,惊讶
意外地倒吸气,惊讶
惊讶地顿住,惊讶
吃惊地捂住胸口,惊讶
愕然地盯着看,惊讶
震惊地站起来,惊讶
惊讶地放下手中的东西,惊讶
诧异地扭头,惊讶
难以置信地摇头,惊讶
惊愕地张大嘴,惊讶
意外地眨眨眼,惊讶
震惊地说不出话,惊讶
惊讶地瞪圆眼睛,惊讶
吃惊地捏自己一下,惊讶
愕然地僵在原地,惊讶
目瞪口呆地看着,惊讶
慌张地搓手,慌张
慌乱地四处张望,慌张
慌张地打翻东西,慌张
慌张地结巴,慌张
慌张地走来走去,慌张
慌乱地翻找,慌张
慌张地深呼吸,慌张
慌张地脸红,慌张
慌乱地解释,慌张
慌乱地差点摔倒,慌张
慌张地握紧又松开,慌张
慌乱地看表,慌张
手足无措地捏衣角,慌张
慌张地语无伦次,慌张
担心地皱眉,担心
不安地咬指甲,担心
担心地握紧手,担心
担忧地看着,担心
不安地揪衣角,担心
担心地追问,担心
忧虑地低头,担心
担心地搓手指,担心
不安地舔嘴唇,担心
担心地望向远处,担心
忧虑地攥紧手机,担心
担心地咬嘴唇,担心
不安地握拳又松开,担心
紧张地咽口水,紧张
紧张到抖腿,紧张
紧张地手心出汗,紧张
紧张地抿嘴唇,紧张
紧张地绞手指,紧张
紧张得呼吸急促,紧张
紧张地揪衣摆,紧张
紧张到口干舌燥,紧张
紧张地握紧又松开,紧张
紧张地看表,紧张
紧张得脖子僵硬,紧张
紧张地深呼吸,紧张
委屈地抽泣,哭泣
伤心地流泪,哭泣
无声地掉眼泪,哭泣
哽咽着说不出话,哭泣
眼泪啪嗒啪嗒掉,哭泣
红着眼眶,哭泣
小声地呜咽,哭泣
低头抹眼泪,哭泣
咬着嘴唇哭,哭泣
眼泪在眼眶里打转,哭泣
疑惑地歪头,疑惑
不解地皱眉,疑惑
困惑地眨眼,疑惑
纳闷地挠头,疑惑
迷惑地看着,疑惑
想不通地咬嘴唇,疑惑
怀疑地眯眼,疑惑
不解地摊手,疑惑
困惑地自言自语,疑惑
纳闷地翻看,疑惑
调皮地吐舌头,调皮
狡黠地眨眼睛,调皮
调皮地蹦跳,调皮
狡黠地偷笑,调皮
调皮地戳一下就跑,调皮
狡黠地歪头笑,调皮
调皮地做鬼脸,调皮
难为情地低头,难为情
不好意思地笑,难为情
羞赧地搓手指,难为情
难为情地抿嘴,难为情
不好意思地扯衣角,难为情
羞赧地躲闪目光,难为情
终于等到今天了,兴奋
收到录取通知书那一刻,兴奋
演唱会前排票抢到了,兴奋
生日收到惊喜派对,兴奋
第一次坐过山车,兴奋
偶像给我点赞了,兴奋
比赛赢了冠军,兴奋
明天要去迪士尼,兴奋
新手机到了,兴奋
朋友从国外回来了,兴奋
彩票中了小奖,兴奋
看到日出云海,兴奋
终于能去旅行了,兴奋
她答应了我的邀约,兴奋
毕业典礼上扔帽子,兴奋
过年放烟花,兴奋
第一次滑雪成功,兴奋
买到限量版球鞋,兴奋
乐队现场太燃了,兴奋
求婚戒指戴上了,兴奋
宝宝会叫妈妈了,兴奋
升职加薪通知,兴奋
奥运会上国歌响起,兴奋
找到失散多年的宠物,兴奋
科幻电影首映,兴奋
新游戏发售了,兴奋
跳伞落地那一刻,兴奋
登上山顶看风景,兴奋
老友重逢拥抱,兴奋
中奖免费旅游,兴奋
直播抽奖中了,兴奋
演唱会安可曲,兴奋
蛋糕店最后一块,兴奋
初雪那天遇见你,兴奋
跑马拉松冲线,兴奋
收到手写情书,兴奋
开店第一天生意火爆,兴奋
孩子考了满分,兴奋
奶奶身体康复,兴奋
终于学会游泳,兴奋
新书签名会,兴奋
偶像同台合影,兴奋
彩票刮出大奖,兴奋
球队绝杀进球,兴奋
吃到家乡味道,兴奋
日出时表白成功,兴奋
婚礼誓言环节,兴奋
平安夜收到礼物,兴奋
创业融资成功,兴奋
潜水看到海龟,兴奋
第一次开飞机,兴奋
钢琴考级通过,兴奋
猫咪生了一窝,兴奋
花园花开满园,兴奋
高考结束狂欢,兴奋
新年倒计时,兴奋
见到多年偶像,兴奋
工作成果获奖,兴奋
骑摩托环岛,兴奋
夏日音乐节,兴奋
烟花下接吻,兴奋
抽到隐藏款盲盒,兴奋
球队夺冠游行,兴奋
终于辞职旅行,兴奋
买到绝版书,兴奋
约会对象很帅,兴奋
收到哈佛offer,兴奋
冰雪奇缘现场,兴奋
抓到娃娃机大公仔,兴奋
第一次看极光,兴奋
攀岩登顶成功,兴奋
朋友结婚当伴郎,兴奋
新店开业剪彩,兴奋
宝宝迈出第一步,兴奋
直播破万观看,兴奋
毕业旅行出发,兴奋
晨跑遇到彩虹,兴奋
咖啡店中奖免费,兴奋
终于休假了,兴奋
那盘菜里有虫子,厌恶
地铁上有人吐痰,厌恶
闻到下水道臭味,厌恶
摸到黏糊糊的东西,厌恶
看到苍蝇在食物上,厌恶
垃圾堆旁吃饭,厌恶
有人抠脚丫子,厌恶
厕所地面脏兮兮,厌恶
吃出头发丝,厌恶
猫咪乱拉屎在床上,厌恶
电梯里汗味太重,厌恶
看到鼻涕虫,厌恶
摸过生肉没洗手,厌恶
碗边有油渍,厌恶
小孩随地大小便,厌恶
公共扶手油腻,厌恶
吃剩饭馊味,厌恶
蟑螂爬过盘子,厌恶
闻到霉味,厌恶
别人打喷嚏不捂嘴,厌恶
洗手台长满霉斑,厌恶
地上有口香糖,厌恶
看到蛇蜕皮,厌恶
肉里咬到骨头渣,厌恶
喝汤喝到小飞虫,厌恶
毛巾有怪味,厌恶
公交上有人放屁,厌恶
隔壁装修噪音刺耳,厌恶
看到老鼠尸体,厌恶
水果烂了一半,厌恶
用脏抹布擦桌,厌恶
电梯按钮黏糊,厌恶
闻到汽油味,厌恶
别人挖鼻屎弹飞,厌恶
喝到变质牛奶,厌恶
床单有血迹,厌恶
看到脚气发作,厌恶
公共浴池青苔,厌恶
饭里有沙子,厌恶
闻到甲醛味,厌恶
摸到狗屎,厌恶
吃火锅捞到虫子,厌恶
下水道反味,厌恶
看到脓包痘痘,厌恶
生鱼片有腥味,厌恶
别人吧唧嘴,厌恶
桌上油污不擦,厌恶
闻到狐臭味,厌恶
看到呕吐物,厌恶
手上沾满墨水,厌恶
杯子有口红印,厌恶
坐垫湿漉漉,厌恶
空调吹出灰尘,厌恶
看到蜘蛛网,厌恶
吃酸梅咬到核,厌恶
垃圾桶满出来,厌恶
别人剔牙不遮,厌恶
闻到烧焦味,厌恶
肥皂滑腻腻,厌恶
看到头皮屑,厌恶
吃咸菜有怪味,厌恶
拖把发臭,厌恶
塑料袋有腥味,厌恶
别人打嗝气味,厌恶
厨房油垢厚厚,厌恶
看到溃烂伤口,厌恶
喝到过期酸奶,厌恶
床上有蚂蚁,厌恶
别人放屁不回避,厌恶
闻到汗臭衬衫,厌恶
吃火锅溅到油,厌恶
看到蛆虫,厌恶
摸到腐烂水果,厌恶
公共座椅有痰,厌恶
看到脚癣脱皮,厌恶
喝自来水有铁锈味,厌恶
别人打呼噜震天,厌恶
闻到硫磺味,厌恶
他转身离开那一刻,哭泣
听到亲人离世消息,哭泣
分手后删掉合照,哭泣
宠物狗去世了,哭泣
考试落榜独自哭,哭泣
被朋友背叛心碎,哭泣
看悲剧电影流泪,哭泣
错过最后一班车,哭泣
收到分手信,哭泣
下雨天想起你,哭泣
生日没人记得,哭泣
丢了他送的项链,哭泣
听到老歌泪目,哭泣
孩子生病手术,哭泣
搬家离开老房子,哭泣
好友移民送机,哭泣
翻到旧照片哭,哭泣
被父母误解委屈,哭泣
熬夜赶工被骂,哭泣
求婚被拒,哭泣
孩子走失找到后哭,哭泣
失业通知书,哭泣
毕业散伙饭,哭泣
爷爷病危,哭泣
宠物猫跑丢了,哭泣
看信哭到颤抖,哭泣
分手后收拾行李,哭泣
接到诈骗电话被骗,哭泣
摔碎妈妈遗物,哭泣
长期病痛折磨,哭泣
被冷暴力,哭泣
高考失利痛哭,哭泣
朋友吵架绝交,哭泣
异乡过年想家,哭泣
孩子不听话伤心,哭泣
听到噩耗腿软,哭泣
烧掉日记本,哭泣
失恋喝醉哭,哭泣
被当众羞辱,哭泣
奶奶织的毛衣破了,哭泣
打不通家人电话,哭泣
看到流浪狗受伤,哭泣
离别拥抱哭,哭泣
回忆童年落泪,哭泣
工作压力大崩溃,哭泣
被喜欢的人拒绝,哭泣
葬礼上献花,哭泣
孩子远嫁送别,哭泣
收到绝症诊断,哭泣
破产清算,哭泣
朋友意外去世,哭泣
看到旧物哭,哭泣
表白被删,哭泣
被上司冤枉,哭泣
孩子被欺负,哭泣
夫妻吵架冷战,哭泣
听到伤感歌曲,哭泣
失去重要机会,哭泣
宠物生病安乐死,哭泣
梦中哭醒,哭泣
父亲白发增多,哭泣
远行时母亲流泪,哭泣
被朋友拉黑,哭泣
公司裁员名单,哭泣
看到老照片墙,哭泣
独自在雨中哭,哭泣
收到分手礼物,哭泣
孩子第一次离家,哭泣
他不再回消息,哭泣
外婆去世周年,哭泣
卖掉陪伴多年的车,哭泣
听到旧情人的消息,哭泣
失业后不敢回家,哭泣
雨夜想起往事,哭泣
墓前诉说,哭泣
深夜痛哭,哭泣
黑暗里听到脚步声,害怕
走夜路感觉有人跟,害怕
恐怖片里的鬼脸,害怕
雷暴天独自在家,害怕
去医院打针发抖,害怕
高处往下看腿软,害怕
梦见坠崖惊醒,害怕
看到蜘蛛爬过来,害怕
面试时脑子空白,害怕
过山车俯冲瞬间,害怕
深夜电话铃响,害怕
陌生男人搭讪,害怕
电梯突然下坠,害怕
听到嘶吼声,害怕
看鬼片捂眼睛,害怕
打雷闪电关窗,害怕
一个人走隧道,害怕
高压线掉落,害怕
火灾警报响起,害怕
被狗追着跑,害怕
溺水挣扎那刻,害怕
飞机剧烈颠簸,害怕
考试交卷前,害怕
深夜有人敲门,害怕
停车场寂静阴森,害怕
看到血迹斑斑,害怕
被毒蛇盯住,害怕
悬崖边拍照,害怕
听到警笛靠近,害怕
被人跟踪回头,害怕
手术前签字,害怕
地震摇晃站立不稳,害怕
台风天窗户破碎,害怕
骑马受惊狂奔,害怕
潜水遇到鲨鱼,害怕
被闪电击中附近,害怕
深夜急诊室,害怕
煤气泄漏气味,害怕
被人拿刀威胁,害怕
